Grau	Codigo	Descricao	Categoria	Data Início	Data Fim
N6	87043110	CHASSIS COM MOTOR E CABINA	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87043120	COM CAIXA BASCULANTE	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87043130	FRIGORÍFICOS OU ISOTÉRMICOS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87043190	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87043200	-- DE PESO EM CARGA MÁXIMA (BRUTO) SUPERIOR A 5 TONELADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87043210	CHASSIS COM MOTOR E CABINA	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87043220	COM CAIXA BASCULANTE	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87043230	FRIGORÍFICOS OU ISOTÉRMICOS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87043290	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87044000	- OUTROS, EQUIPADOS PARA PROPULSÃO, SIMULTANEAMENTE, COM MOTOR DE PISTÃO DE IGNIÇÃO POR COMPRESSÃO (DIESEL OU SEMIDIESEL) E MOTOR ELÉTRICO:	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87044100	-- DE PESO EM CARGA MÁXIMA (BRUTO) NÃO SUPERIOR A 5 TONELADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87044200	-- DE PESO EM CARGA MÁXIMA (BRUTO) SUPERIOR A 5 TONELADAS, MAS NÃO SUPERIOR A 20 TONELADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87044300	-- DE PESO EM CARGA MÁXIMA (BRUTO) SUPERIOR A 20 TONELADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87045000	- OUTROS, EQUIPADOS PARA PROPULSÃO, SIMULTANEAMENTE, COM MOTOR DE PISTÃO DE IGNIÇÃO POR CENTELHA (FAÍSCA) E MOTOR ELÉTRICO:	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87045100	-- DE PESO EM CARGA MÁXIMA (BRUTO) NÃO SUPERIOR A 5 TONELADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87045200	-- DE PESO EM CARGA MÁXIMA (BRUTO) SUPERIOR A 5 TONELADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87046000	- OUTROS, UNICAMENTE COM MOTOR ELÉTRICO PARA PROPULSÃO	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87049000	- OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N3	87050000	VEÍCULOS AUTOMÓVEIS PARA USOS ESPECIAIS (POR EXEMPLO, AUTOSSOCORROS, CAMINHÕES-GUINDASTES, VEÍCULOS DE COMBATE A INCÊNDIO, CAMINHÕES-BETONEIRAS, VEÍCULOS PARA VARRER, VEÍCULOS PARA ESPALHAR, VEÍCULOS-OFICINAS, VEÍCULOS RADIOLÓGICOS), EXCETO OS CONCEBIDOS PRINCIPALMENTE PARA TRANSPORTE DE PESSOAS OU DE MERCADORIAS.	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87051000	- CAMINHÕES-GUINDASTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87051010	COM HASTE TELESCÓPICA DE ALTURA MÁXIMA IGUAL OU SUPERIOR A 42 M, CAPACIDADE MÁXIMA DE ELEVAÇÃO IGUAL OU SUPERIOR A 60 TONELADAS, SEGUNDO A NORMA DIN 15019, PARTE 2, E COM 2 OU MAIS EIXOS DE RODAS DIRECIONÁVEIS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87051090	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87052000	- TORRES (DERRICKS) AUTOMÓVEIS, PARA SONDAGEM OU PERFURAÇÃO	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87053000	- VEÍCULOS DE COMBATE A INCÊNDIO	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87054000	- CAMINHÕES-BETONEIRAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87059000	- OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87059010	CAMINHÕES PARA A DETERMINAÇÃO DE PARÂMETROS FÍSICOS CARACTERÍSTICOS (PERFILAGEM) DE POÇOS PETROLÍFEROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87059090	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N3	87060000	CHASSIS COM MOTOR PARA OS VEÍCULOS AUTOMÓVEIS DAS POSIÇÕES 87.01 A 87.05.	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87060010	DOS VEÍCULOS DA POSIÇÃO 87.02	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87060020	DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87060090	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N3	87070000	CARROÇARIAS PARA OS VEÍCULOS AUTOMÓVEIS DAS POSIÇÕES 87.01 A 87.05, INCLUINDO AS CABINAS.	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87071000	- PARA OS VEÍCULOS DA POSIÇÃO 87.03	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87079000	- OUTRAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87079010	DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87079090	OUTRAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N3	87080000	PARTES E ACESSÓRIOS DOS VEÍCULOS AUTOMÓVEIS DAS POSIÇÕES 87.01 A 87.05.	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87081000	- PARA-CHOQUES E SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87082000	- OUTRAS PARTES E ACESSÓRIOS DE CARROÇARIAS (INCLUINDO AS DE CABINAS):	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87082100	-- CINTOS DE SEGURANÇA	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87082200	-- PARA-BRISAS, VIDROS TRASEIROS E OUTROS VIDROS ESPECIFICADOS NA NOTA DE SUBPOSIÇÃO 1 DO PRESENTE CAPÍTULO	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87082900	-- OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87082910	DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082911	PARA-LAMAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082912	GRADES DE RADIADORES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082913	PORTAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082914	PAINÉIS DE INSTRUMENTOS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082919	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87082990	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082991	PARA-LAMAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082992	GRADES DE RADIADORES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082993	PORTAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082994	PAINÉIS DE INSTRUMENTOS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082995	GERADORES DE GÁS PARA ACIONAR RETRATORES DE CINTOS DE SEGURANÇA	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87082999	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87083000	- FREIOS (TRAVÕES) E SERVOFREIOS; SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87083010	GUARNIÇÕES DE FREIOS (TRAVÕES) MONTADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87083011	DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87083019	OUTRAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87083090	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87084000	- CAIXAS DE MARCHAS (VELOCIDADES*) E SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87084010	CAIXAS DE MARCHAS DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87084011	SERVO-ASSISTIDAS, PRÓPRIAS PARA TORQUES DE ENTRADA SUPERIORES OU IGUAIS A 750 NM	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87084019	OUTRAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87084080	OUTRAS CAIXAS DE MARCHAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87084090	PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87085000	- EIXOS MOTORES COM DIFERENCIAL, MESMO PROVIDOS DE OUTROS COMPONENTES DE TRANSMISSÃO, E EIXOS NÃO MOTORES; SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87085010	DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87085011	EIXOS COM DIFERENCIAL COM CAPACIDADE DE SUPORTAR CARGAS SUPERIORES OU IGUAIS A 14.000 KG, REDUTORES PLANETÁRIOS NOS EXTREMOS E DISPOSITIVO DE FREIO (TRAVÃO) INCORPORADO, DO TIPO UTILIZADO EM VEÍCULOS DA SUBPOSIÇÃO 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87085012	EIXOS NÃO MOTORES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87085019	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87085080	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87085090	PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87085091	DE EIXOS NÃO MOTORES, DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87085099	OUTRAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87087000	- RODAS, SUAS PARTES E ACESSÓRIOS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87087010	DE EIXOS PROPULSORES DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87087090	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87088000	- SISTEMAS DE SUSPENSÃO E SUAS PARTES (INCLUINDO OS AMORTECEDORES DE SUSPENSÃO)	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N4	87089000	- OUTRAS PARTES E ACESSÓRIOS:	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87089100	-- RADIADORES E SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87089200	-- SILENCIOSOS E TUBOS DE ESCAPE; SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87089300	-- EMBREAGENS E SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87089400	-- VOLANTES, COLUNAS E CAIXAS, DE DIREÇÃO; SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87089410	VOLANTES, COLUNAS E CAIXAS, DE DIREÇÃO DOS VEÍCULOS DAS SUBPOSIÇÕES 8701.10, 8701.30, 8701.91 A 8701.95 OU 8704.10	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089411	VOLANTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089412	COLUNAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089413	CAIXAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87089480	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089481	VOLANTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089482	COLUNAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089483	CAIXAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87089490	PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87089500	-- BOLSAS INFLÁVEIS DE SEGURANÇA COM SISTEMA DE INSUFLAÇÃO (AIRBAGS); SUAS PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87089510	BOLSAS INFLÁVEIS DE SEGURANÇA COM SISTEMA DE INSUFLAÇÃO (AIRBAGS)	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87089520	PARTES	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089521	BOLSAS INFLÁVEIS PARA AIRBAGS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089522	SISTEMA DE INSUFLAÇÃO	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N7	87089529	OUTRAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N5	87089900	-- OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87089910	DISPOSITIVOS PARA COMANDO DE ACELERADOR, FREIO (TRAVÃO), EMBREAGEM, DIREÇÃO OU CAIXA DE MARCHAS MESMO OS DE ADAPTAÇÃO DOS PREEXISTENTES, DO TIPO UTILIZADO POR PESSOAS INCAPACITADAS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
N6	87089990	OUTROS	87: VEÍCULOS AUTOMÓVEIS, TRATORES, CICLOS E OUTROS VEÍCULOS TERRESTRES, SUAS PARTES E ACESSÓRIOS. 	01/04/2022	31/12/9999
